category,item,calories,fat_g,saturated_fat_g,trans_fat_g,cholesterol_mg,sodium_mg,carb_g,fiber_g,sugars_g,protein_g,weight_watcher_points,item_type,size,milk_type
Hot Cappuccino,"Butter Pecan Swirl Hot Cappuccino with Skim Milk, Small",150,0,0,0,NA,190,32,0,30,6,174,drink,small,skim
Hot Cappuccino,"Butter Pecan Swirl Hot Cappuccino with Whole Milk, Large",370,8,4.5,0,25,370,63,0,60,11,423.5,drink,large,whole
Hot Cappuccino,"Butter Pecan Swirl Hot Cappuccino with Whole Milk, Medium",280,6,3.5,0,20,280,47,0,45,8,320.5,drink,medium,whole
Hot Cappuccino,"Butter Pecan Swirl Hot Cappuccino with Whole Milk, Small",190,4,2.5,0,15,190,32,0,30,5,217.5,drink,small,whole
Hot Chocolate,"Box of Joe, Hot Chocolate",220,7,6,0,0,210,40,2,32,2,256,drink,not applicable,not applicable
Hot Chocolate,"Dunkaccino, Extra Large",540,23,19,0,10,510,80,1,58,4,613,drink,large,not applicable
Hot Chocolate,"Dunkaccino, Large",490,21,17,0,10,470,73,1,53,4,556,drink,large,not applicable
Hot Chocolate,"Dunkaccino, Medium",350,15,12,0,NA,340,52,1,38,3,397,drink,medium,not applicable
Hot Chocolate,"Dunkaccino, Small",240,10,8,0,NA,230,36,0,26,2,272,drink,small,not applicable
Hot Chocolate,"French Vanilla Dunkaccino, Extra Large",570,26,21,0,10,570,86,1,62,4,649,drink,large,not applicable
Hot Chocolate,"French Vanilla Dunkaccino, Large",470,21,17,0,10,460,70,1,50,3,534,drink,large,not applicable
Hot Chocolate,"French Vanilla Dunkaccino, Medium",350,16,13,0,NA,350,53,1,38,2,399,drink,medium,not applicable
Hot Chocolate,"French Vanilla Dunkaccino, Small",230,10,8,0,NA,230,35,0,25,2,261,drink,small,not applicable
Hot Chocolate,"Hot Chocolate with Espresso Shot, Large",400,12,11,0,0,390,71,3,55,3,463,drink,large,not applicable
Hot Chocolate,"Hot Chocolate with Espresso Shot, Medium",280,9,8,0,0,280,51,2,39,2,325,drink,medium,not applicable
Hot Chocolate,"Hot Chocolate with Espresso Shot, Small",190,6,5,0,0,190,35,1,27,2,220,drink,small,not applicable
Hot Chocolate,"Mint Hot Chocolate, Extra Large",490,16,14,0,0,430,87,3,70,3,571,drink,large,not applicable
Hot Chocolate,"Mint Hot Chocolate, Large",400,13,12,0,0,350,72,3,57,3,466,drink,large,not applicable
Hot Chocolate,"Mint Hot Chocolate, Medium",300,10,9,0,0,260,52,2,42,2,349,drink,medium,not applicable
Hot Chocolate,"Mint Hot Chocolate, Small",210,7,6,0,0,180,36,1,29,1,244,drink,small,not applicable
Hot Chocolate,"OREO Hot Chocolate, Extra Large",580,13,10,0,0,630,110,4,88,7,671,drink,large,not applicable
Hot Chocolate,"OREO Hot Chocolate, Large",460,10,8,0,0,500,88,3,70,6,532,drink,large,not applicable
Hot Chocolate,"OREO Hot Chocolate, Medium",350,8,6,0,0,380,66,2,53,4,405,drink,medium,not applicable
Hot Chocolate,"OREO Hot Chocolate, Small",230,5,4,0,0,250,44,1,35,3,266,drink,small,not applicable
Hot Chocolate,"Original Hot Chocolate, Extra Large",500,15,14,0,0,480,89,3,71,4,581,drink,large,not applicable
Hot Chocolate,"Original Hot Chocolate, Large",460,14,13,0,0,440,82,3,65,4,534,drink,large,not applicable
Hot Chocolate,"Original Hot Chocolate, Medium",330,10,9,0,0,320,59,2,46,3,382,drink,medium,not applicable
Hot Chocolate,"Original Hot Chocolate, Small",220,7,6,0,0,210,40,2,32,2,256,drink,small,not applicable
Hot Chocolate,"Salted Caramel Hot Chocolate, Extra Large",510,17,15,0,0,750,87,2,69,5,589,drink,large,not applicable
Hot Chocolate,"Salted Caramel Hot Chocolate, Large",420,14,13,0,0,620,71,2,57,4,486,drink,large,not applicable
Hot Chocolate,"Salted Caramel Hot Chocolate, Medium",310,10,9,0,0,450,52,1,42,3,358,drink,medium,not applicable
Hot Chocolate,"Salted Caramel Hot Chocolate, Small",210,7,6,0,0,320,36,1,29,2,243,drink,small,not applicable
Hot Coffee,Box of Joe,5,0,0,0,0,5,0,0,0,0,5,drink,not applicable,not applicable
Hot Coffee,"Cafe Au Lait with Skim Milk, Large",90,0,0,0,NA,110,12,0,12,9,93,drink,large,skim
Hot Coffee,"Cafe Au Lait with Skim Milk, Medium",70,0,0,0,NA,80,9,0,9,7,72,drink,medium,skim
Hot Coffee,"Cafe Au Lait with Skim Milk, Small",45,0,0,0,0,55,6,0,6,4,47,drink,small,skim
Hot Coffee,"Cafe Au Lait with Whole Milk, Large",150,8,4.5,0,25,110,12,0,12,8,158.5,drink,large,whole
Hot Coffee,"Cafe Au Lait with Whole Milk, Medium",110,6,3.5,0,20,85,9,0,9,6,116.5,drink,medium,whole
Hot Coffee,"Cafe Au Lait with Whole Milk, Small",80,4,2.5,0,10,55,6,0,6,4,84.5,drink,small,whole
Hot Coffee,"Caramel Swirl Hot Coffee with Black, Extra Large",280,0,0,0,NA,95,64,0,64,4,340,drink,large,not applicable
Hot Coffee,"Caramel Swirl Hot Coffee with Black, Large",230,0,0,0,NA,75,52,0,51,3,278,drink,large,not applicable
Hot Coffee,"Caramel Swirl Hot Coffee with Black, Medium",170,0,0,0,NA,60,39,0,38,3,205,drink,medium,not applicable
Hot Coffee,"Caramel Swirl Hot Coffee with Black, Small",110,0,0,0,0,40,26,0,26,2,134,drink,small,not applicable
Hot Coffee,"Caramel Swirl Hot Coffee with Cream, Extra Large",420,15,8,0,50,150,67,0,66,6,488,drink,large,cream
Hot Coffee,"Caramel Swirl Hot Coffee with Cream, Large",340,12,6,0,40,120,53,0,53,5,394,drink,large,cream
Hot Coffee,"Caramel Swirl Hot Coffee with Cream, Medium",260,9,4.5,0,30,90,40,0,40,4,300.5,drink,medium,cream
Hot Coffee,"Caramel Swirl Hot Coffee with Cream, Small",170,6,3,0,20,60,27,0,26,3,196,drink,small,cream
Hot Coffee,"French Vanilla Swirl Hot Coffee, Large",220,0,0,0,NA,70,51,0,49,3,266,drink,large,not applicable
Hot Coffee,"French Vanilla Swirl Hot Coffee, Medium",170,0,0,0,NA,50,38,0,37,2,205,drink,medium,not applicable
Hot Coffee,"French Vanilla Swirl Hot Coffee, Small",110,0,0,0,0,35,26,0,24,2,132,drink,small,not applicable
Hot Coffee,"French Vanilla Swirl Hot Coffee with Cream, Extra Large",420,15,8,0,50,135,66,0,63,6,485,drink,large,cream
Hot Coffee,"French Vanilla Swirl Hot Coffee with Cream, Large",340,12,6,0,40,110,53,0,50,5,391,drink,large,cream
Hot Coffee,"French Vanilla Swirl Hot Coffee with Cream, Medium",250,9,4.5,0,30,85,40,0,38,4,288.5,drink,medium,cream
Hot Coffee,"French Vanilla Swirl Hot Coffee with Cream, Small",170,6,3,0,20,55,26,0,25,2,196,drink,small,cream
Hot Coffee,"Hazelnut Swirl Hot Coffee, Extra Large",280,0,0,0,NA,85,64,0,61,4,337,drink,large,not applicable
Hot Coffee,"Hazelnut Swirl Hot Coffee, Large",220,0,0,0,NA,70,51,0,49,3,266,drink,large,not applicable
Hot Coffee,"Hazelnut Swirl Hot Coffee, Medium",170,0,0,0,NA,50,38,0,37,2,205,drink,medium,not applicable
Hot Coffee,"Hazelnut Swirl Hot Coffee, Small",110,0,0,0,0,35,26,0,24,2,132,drink,small,not applicable
Hot Coffee,"Hazelnut Swirl Hot Coffee with Cream, Extra Large",420,15,8,0,50,135,66,0,63,6,485,drink,large,cream
Hot Coffee,"Hazelnut Swirl Hot Coffee with Cream, Large",340,12,6,0,40,110,53,0,50,5,391,drink,large,cream
Hot Coffee,"Hazelnut Swirl Hot Coffee with Cream, Medium",250,9,4.5,0,30,85,40,0,38,4,288.5,drink,medium,cream
Hot Coffee,"Hazelnut Swirl Hot Coffee with Cream, Small",170,6,3,0,20,55,27,0,25,2,196,drink,small,cream
Hot Coffee,"Hot Coffee, Extra Large",5,0,0,0,0,15,0,0,0,1,4,drink,large,not applicable
Hot Coffee,"Hot Coffee, Large",5,0,0,0,0,10,0,0,0,1,4,drink,large,not applicable
Hot Coffee,"Hot Coffee, Medium",5,0,0,0,0,10,0,0,0,1,4,drink,medium,not applicable
Hot Coffee,"Hot Coffee, Small",5,0,0,0,0,5,0,0,0,0,5,drink,small,not applicable
Hot Coffee,"Hot Coffee with Almond Milk, Extra Large",45,1.5,0,0,0,85,7,0,7,1,51,drink,large,not applicable
Hot Coffee,"Hot Coffee with Almond Milk, Large",35,1,0,0,0,65,5,0,5,1,39,drink,large,not applicable
Hot Coffee,"Hot Coffee with Almond Milk, Medium",25,0.5,0,0,0,45,4,0,3,1,27,drink,medium,not applicable
Hot Coffee,"Hot Coffee with Almond Milk, Small",15,0,0,0,0,25,2,0,2,0,17,drink,small,not applicable
Hot Coffee,"Hot Coffee with Cream, Extra Large",150,15,8,0,45,65,2,0,2,3,157,drink,large,cream
Hot Coffee,"Hot Coffee with Cream, Large",120,12,6,0,35,55,2,0,2,2,126,drink,large,cream
Hot Coffee,"Hot Coffee with Cream, Medium",90,9,4.5,0,25,40,1,0,1,2,93.5,drink,medium,cream
Hot Coffee,"Hot Coffee with Cream, Small",60,6,3,0,20,30,1,0,1,1,63,drink,small,cream
Hot Coffee,"Hot Coffee with Cream and Sugar, Extra Large",320,15,8,0,45,65,46,0,46,3,371,drink,large,cream
Hot Coffee,"Hot Coffee with Cream and Sugar, Large",250,12,6,0,35,55,37,0,36,2,290,drink,large,cream
Hot Coffee,"Hot Coffee with Cream and Sugar, Medium",190,9,4.5,0,25,40,27,0,27,2,219.5,drink,medium,cream
Hot Coffee,"Hot Coffee with Cream and Sugar, Small",130,6,3,0,20,30,18,0,18,1,150,drink,small,cream
Hot Coffee,"Hot Coffee with Skim Milk, Extra Large",30,0,0,0,0,45,4,0,4,3,31,drink,large,skim
Hot Coffee,"Hot Coffee with Skim Milk, Large",25,0,0,0,0,35,3,0,3,3,25,drink,large,skim
Hot Coffee,"Hot Coffee with Skim Milk, Medium",20,0,0,0,0,25,2,0,2,2,20,drink,medium,skim
Hot Coffee,"Hot Coffee with Skim Milk, Small",15,0,0,0,0,20,2,0,2,1,16,drink,small,skim
Hot Coffee,"Hot Coffee with Skim Milk and Sugar, Extra Large",200,0,0,0,0,45,47,0,47,3,244,drink,large,skim
Hot Coffee,"Hot Coffee with Skim Milk and Sugar, Large",160,0,0,0,0,35,38,0,38,3,195,drink,large,skim
Hot Coffee,"Hot Coffee with Skim Milk and Sugar, Medium",120,0,0,0,0,25,28,0,28,2,146,drink,medium,skim
Hot Coffee,"Hot Coffee with Skim Milk and Sugar, Small",80,0,0,0,0,20,19,0,19,1,98,drink,small,skim
Hot Coffee,"Hot Coffee with Sugar, Extra Large",170,0,0,0,0,15,44,0,43,1,212,drink,large,not applicable
Hot Coffee,"Hot Coffee with Sugar, Large",140,0,0,0,0,10,35,0,35,1,174,drink,large,not applicable
Hot Coffee,"Hot Coffee with Sugar, Medium",110,0,0,0,0,10,26,0,26,1,135,drink,medium,not applicable
Hot Coffee,"Hot Coffee with Sugar, Small",70,0,0,0,0,5,17,0,17,0,87,drink,small,not applicable
Hot Coffee,"Hot Coffee with Whole Milk, Extra Large",50,2.5,1.5,0,10,45,4,0,4,3,52.5,drink,large,whole
Hot Coffee,"Hot Coffee with Whole Milk, Large",40,2,1,0,NA,35,3,0,3,2,42,drink,large,whole
Hot Coffee,"Hot Coffee with Whole Milk, Medium",30,1.5,1,0,NA,25,2,0,2,2,31,drink,medium,whole
Hot Coffee,"Hot Coffee with Whole Milk, Small",20,1,0.5,0,NA,20,1,0,1,1,20.5,drink,small,whole
Hot Coffee,"Hot Coffee with Whole Milk and Sugar, Extra Large",220,2.5,1.5,0,10,45,47,0,47,3,265.5,drink,large,whole
Hot Coffee,"Hot Coffee with Whole Milk and Sugar, Large",190,2,1,0,NA,35,42,0,42,2,231,drink,large,whole
Hot Coffee,"Hot Coffee with Whole Milk and Sugar, Medium",130,1.5,1,0,NA,30,28,0,28,2,157,drink,medium,whole
Hot Coffee,"Hot Coffee with Whole Milk and Sugar, Small",90,1,0.5,0,NA,20,19,0,19,1,108.5,drink,small,whole
Hot Coffee,"Mocha Swirl Hot Coffee, Extra Large",260,1,0.5,0,0,45,63,3,57,3,314.5,drink,large,not applicable
Hot Coffee,"Mocha Swirl Hot Coffee, Large",210,1,0,0,0,40,50,2,46,2,254,drink,large,not applicable
Hot Coffee,"Mocha Swirl Hot Coffee, Medium",160,0.5,0,0,0,30,38,2,34,2,192,drink,medium,not applicable
Hot Coffee,"Mocha Swirl Hot Coffee, Small",110,0,0,0,0,20,25,1,23,1,132,drink,small,not applicable
Hot Coffee,"Mocha Swirl Hot Coffee with Cream, Extra Large",410,15,8,0,45,100,65,3,59,5,472,drink,large,cream
Hot Coffee,"Mocha Swirl Hot Coffee with Cream, Large",330,12,7,0,35,80,52,2,47,4,380,drink,large,cream
Hot Coffee,"Mocha Swirl Hot Coffee with Cream, Medium",240,9,5,0,25,60,39,2,35,3,277,drink,medium,cream
Hot Coffee,"Mocha Swirl Hot Coffee with Cream, Small",160,6,3.5,0,20,40,26,1,24,2,185.5,drink,small,cream
Hot Coffee,"Cafe con Leche, Large",340,12,7,0,35,170,47,0,46,12,381,drink,large,not applicable
Hot Coffee,"Cafe con Leche, Medium",250,9,5,0,25,125,35,0,34,9,280,drink,medium,not applicable
Hot Coffee,"Cafe con Leche, Small",170,6,3.5,0,20,85,23,0,23,6,190.5,drink,small,not applicable
Hot Coffee,Cortadito,80,1,0.5,0,NA,20,16,0,16,1,95.5,drink,not applicable,not applicable
Hot Coffee,Espresso with Sugar,60,0,0,0,0,5,15,0,14,0,74,drink,not applicable,not applicable
Hot Coffee,Hot Espresso,5,0,0,0,0,5,1,0,0,0,5,drink,not applicable,not applicable
Hot Coffee,"Butter Pecan Swirl Hot Coffee with Black, Extra Large",270,0,0,0,0,330,63,0,60,5,325,drink,large,not applicable
Hot Coffee,"Butter Pecan Swirl Hot Coffee with Black, Large",220,0,0,0,0,270,50,0,48,4,264,drink,large,not applicable
Hot Coffee,"Butter Pecan Swirl Hot Coffee with Black, Medium",170,0,0,0,0,200,38,0,36,3,203,drink,medium,not applicable
Hot Coffee,"Butter Pecan Swirl Hot Coffee with Black, Small",110,0,0,0,0,135,25,0,24,2,132,drink,small,not applicable
Hot Coffee,"Butter Pecan Swirl Hot Coffee with Cream, Extra Large",420,15,8,0,45,390,65,0,62,7,483,drink,large,cream
Hot Coffee,"Butter Pecan Swirl Hot Coffee with Cream, Large",330,12,6,0,35,310,52,0,50,5,381,drink,large,cream
Hot Coffee,"Butter Pecan Swirl Hot Coffee with Cream, Medium",250,9,4.5,0,30,230,39,0,37,4,287.5,drink,medium,cream
Hot Coffee,"Butter Pecan Swirl Hot Coffee with Cream, Small",170,6,3,0,20,160,26,0,25,3,195,drink,small,cream
Hot Latte,"Caramel Craze Signature Hot Latte with Skim Milk, Large",440,6,3.5,0,30,240,80,0,75,16,502.5,drink,large,skim
Hot Latte,"Caramel Craze Signature Hot Latte with Skim Milk, Medium",340,5,3,0,25,180,61,0,57,12,388,drink,medium,skim
Hot Latte,"Caramel Craze Signature Hot Latte with Skim Milk, Small",250,5,3,0,20,125,43,0,40,8,285,drink,small,skim
Hot Latte,"Caramel Craze Signature Hot Latte with Whole Milk, Large",530,17,10,0.5,60,250,79,0,74,15,599,drink,large,whole
Hot Latte,"Caramel Craze Signature Hot Latte with Whole Milk, Medium",410,14,8,0,45,190,61,0,57,11,464,drink,medium,whole
Hot Latte,"Caramel Craze Signature Hot Latte with Whole Milk, Small",300,11,6,0,35,130,43,0,39,8,337,drink,small,whole
Hot Latte,"Caramel Swirl Hot Latte with Skim Milk, Large",350,0,0,0,10,230,71,0,69,15,404,drink,large,skim
Hot Latte,"Caramel Swirl Hot Latte with Skim Milk, Medium",260,0,0,0,10,170,53,0,52,11,301,drink,medium,skim
Hot Latte,"Caramel Swirl Hot Latte with Skim Milk, Small",180,0,0,0,NA,115,36,0,35,8,207,drink,small,skim
Hot Latte,"Caramel Swirl Hot Latte with Whole Milk, Large",450,12,7,0,40,240,70,0,69,14,512,drink,large,whole
Hot Latte,"Caramel Swirl Hot Latte with Whole Milk, Medium",340,9,5,0,30,180,53,0,52,11,386,drink,medium,whole
Hot Latte,"Caramel Swirl Hot Latte with Whole Milk, Small",230,6,3.5,0,20,120,35,0,34,7,260.5,drink,small,whole
Hot Latte,"Cocoa Mocha Signature Hot Latte with Skim Milk, Large",420,6,4,0,25,210,79,2,69,15,478,drink,large,skim
Hot Latte,"Cocoa Mocha Signature Hot Latte with Skim Milk, Medium",330,6,3.5,0,20,160,61,2,53,11,375.5,drink,medium,skim
Hot Latte,"Cocoa Mocha Signature Hot Latte with Skim Milk, Small",250,5,3.5,0,20,110,43,1,37,8,282.5,drink,small,skim
Hot Latte,"Cocoa Mocha Signature Hot Latte with Whole Milk, Large",520,18,11,0.5,55,210,78,2,68,14,585,drink,large,whole
Hot Latte,"Cocoa Mocha Signature Hot Latte with Whole Milk, Medium",400,14,9,0,45,160,60,2,52,10,451,drink,medium,whole
Hot Latte,"Cocoa Mocha Signature Hot Latte with Whole Milk, Small",300,11,7,0,35,110,43,1,36,7,336,drink,small,whole
Hot Latte,"French Vanilla Swirl Hot Latte with Skim Milk, Large",350,0,0,0,10,220,71,0,67,15,402,drink,large,skim
Hot Latte,"French Vanilla Swirl Hot Latte with Skim Milk, Medium",260,0,0,0,10,170,53,0,50,11,299,drink,medium,skim
Hot Latte,"French Vanilla Swirl Hot Latte with Skim Milk, Small",170,0,0,0,NA,110,35,0,33,7,196,drink,small,skim
Hot Latte,"French Vanilla Swirl Hot Latte with Whole Milk, Large",450,12,7,0,40,230,70,0,66,14,509,drink,large,whole
Hot Latte,"French Vanilla Swirl Hot Latte with Whole Milk, Medium",330,9,5,0,30,170,52,0,50,11,374,drink,medium,whole
Hot Latte,"French Vanilla Swirl Hot Latte with Whole Milk, Small",220,6,3.5,0,20,115,35,0,33,7,249.5,drink,small,whole
Hot Latte,"Hazelnut Swirl Hot Latte with Skim Milk, Large",350,0,0,0,10,220,71,0,67,15,402,drink,large,skim
Hot Latte,"Hazelnut Swirl Hot Latte with Skim Milk, Medium",260,0,0,0,10,170,53,0,50,11,299,drink,medium,skim
Hot Latte,"Hazelnut Swirl Hot Latte with Skim Milk, Small",170,0,0,0,NA,110,35,0,33,7,196,drink,small,skim
Hot Latte,"Hazelnut Swirl Hot Latte with Whole Milk, Large",450,12,7,0,40,230,70,0,66,14,509,drink,large,whole
Hot Latte,"Hazelnut Swirl Hot Latte with Whole Milk, Medium",340,9,5,0,30,170,53,0,50,11,384,drink,medium,whole
Hot Latte,"Hazelnut Swirl Hot Latte with Whole Milk, Small",220,6,3.5,0,20,115,35,0,33,7,249.5,drink,small,whole
Hot Latte,"Hot Latte with Almond Milk, Large",130,3.5,0,0,0,240,23,1,20,2,148,drink,large,not applicable
Hot Latte,"Hot Latte with Almond Milk, Medium",100,3,0,0,0,180,17,1,15,1,114,drink,medium,not applicable
Hot Latte,"Hot Latte with Almond Milk, Small",70,2,0,0,0,120,11,0,10,1,79,drink,small,not applicable
Hot Latte,"Hot Latte with Skim Milk, Large",130,0,0,0,NA,170,20,0,18,12,136,drink,large,skim
Hot Latte,"Hot Latte with Skim Milk, Medium",100,0,0,0,NA,125,15,0,14,9,105,drink,medium,skim
Hot Latte,"Hot Latte with Skim Milk, Small",70,0,0,0,NA,85,10,0,9,6,73,drink,small,skim
Hot Latte,"Hot Latte with Skim Milk and Sugar, Large",270,0,0,0,NA,170,54,0,53,12,311,drink,large,skim
Hot Latte,"Hot Latte with Skim Milk and Sugar, Medium",200,0,0,0,NA,125,41,0,40,9,231,drink,medium,skim
Hot Latte,"Hot Latte with Skim Milk and Sugar, Small",130,0,0,0,NA,85,27,0,26,6,150,drink,small,skim
Hot Latte,"Hot Latte with Whole Milk, Large",230,12,7,0,35,170,19,0,18,12,243,drink,large,whole
Hot Latte,"Hot Latte with Whole Milk, Medium",170,9,5,0,25,125,14,0,13,9,179,drink,medium,whole
Hot Latte,"Hot Latte with Whole Milk, Small",120,6,3.5,0,20,85,9,0,9,6,126.5,drink,small,whole
Hot Latte,"Hot Latte with Whole Milk and Sugar, Large",370,12,7,0,35,170,54,0,52,12,417,drink,large,whole
Hot Latte,"Hot Latte with Whole Milk and Sugar, Medium",270,9,5,0,25,125,40,0,39,9,305,drink,medium,whole
Hot Latte,"Hot Latte with Whole Milk and Sugar, Small",180,6,3.5,0,20,85,27,0,26,6,203.5,drink,small,whole
Hot Latte,"Mocha Swirl Hot Latte with Skim Milk, Large",340,1,0.5,0,NA,200,70,2,64,14,390.5,drink,large,skim
Hot Latte,"Mocha Swirl Hot Latte with Skim Milk, Medium",250,1,0.5,0,NA,150,52,2,48,10,288.5,drink,medium,skim
Hot Latte,"Mocha Swirl Hot Latte with Skim Milk, Small",170,0.5,0,0,NA,100,35,1,32,7,195,drink,small,skim
Hot Latte,"Mocha Swirl Hot Latte with Whole Milk, Large",440,13,7,0,35,200,69,2,63,13,497,drink,large,whole
Hot Latte,"Mocha Swirl Hot Latte with Whole Milk, Medium",330,10,6,0,25,150,52,2,47,10,373,drink,medium,whole
Hot Latte,"Mocha Swirl Hot Latte with Whole Milk, Small",220,6,3.5,0,20,100,35,1,32,7,248.5,drink,small,whole
Hot Latte,"Butter Pecan Swirl Hot Latte with Skim Milk, Large",350,0.5,0,0,10,420,70,0,66,16,400,drink,large,skim
Hot Latte,"Butter Pecan Swirl Hot Latte with Skim Milk, Medium",260,0,0,0,NA,320,52,0,50,12,298,drink,medium,skim
Hot Latte,"Butter Pecan Swirl Hot Latte with Skim Milk, Small",170,0,0,0,NA,210,35,0,33,8,195,drink,small,skim
Hot Latte,"Butter Pecan Swirl Hot Latte with Whole Milk, Large",450,12,7,0,40,430,69,0,66,15,508,drink,large,whole
Hot Latte,"Butter Pecan Swirl Hot Latte with Whole Milk, Medium",330,9,5,0,30,320,52,0,49,11,373,drink,medium,whole
Hot Latte,"Butter Pecan Swirl Hot Latte with Whole Milk, Small",220,6,3.5,0,20,210,35,0,33,7,249.5,drink,small,whole
Hot Latte,"Matcha Hot Latte with Skim Milk, Large",240,0,0,0,NA,150,45,2,43,14,269,drink,large,skim
Hot Latte,"Matcha Hot Latte with Skim Milk, Medium",180,0,0,0,NA,115,34,1,32,11,201,drink,medium,skim
Hot Latte,"Matcha Hot Latte with Skim Milk, Small",120,0,0,0,NA,75,23,1,22,7,135,drink,small,skim
Hot Latte,"Matcha Hot Latte with Whole Milk, Large",340,12,7,0,35,160,44,2,43,13,377,drink,large,whole
Hot Latte,"Matcha Hot Latte with Whole Milk, Medium",250,9,5,0,25,120,33,1,32,10,277,drink,medium,whole
Hot Latte,"Matcha Hot Latte with Whole Milk, Small",170,6,3.5,0,20,80,22,1,21,7,187.5,drink,small,whole
Hot Macchiato,"Caramel Swirl Hot Macchiato with Skim Milk, Large",310,0,0,0,10,190,66,0,63,11,362,drink,large,skim
Hot Macchiato,"Caramel Swirl Hot Macchiato with Skim Milk, Medium",240,0,0,0,NA,140,49,0,47,8,279,drink,medium,skim
Hot Macchiato,"Caramel Swirl Hot Macchiato with Skim Milk, Small",160,0,0,0,NA,95,33,0,32,6,186,drink,small,skim
Hot Macchiato,"Caramel Swirl Hot Macchiato with Whole Milk, Large",380,8,4.5,0,30,190,65,0,63,11,436.5,drink,large,whole
Hot Macchiato,"Caramel Swirl Hot Macchiato with Whole Milk, Medium",290,6,3.5,0,20,140,49,0,47,8,332.5,drink,medium,whole
Hot Macchiato,"Caramel Swirl Hot Macchiato with Whole Milk, Small",190,4,2.5,0,15,95,33,0,31,5,218.5,drink,small,whole
Hot Macchiato,"French Vanilla Swirl Hot Macchiato with Skim Milk, Large",310,0,0,0,10,180,65,0,61,11,360,drink,large,skim
Hot Macchiato,"French Vanilla Swirl Hot Macchiato with Skim Milk, Medium",230,0,0,0,NA,135,49,0,46,8,268,drink,medium,skim
Hot Macchiato,"French Vanilla Swirl Hot Macchiato with Skim Milk, Small",160,0,0,0,NA,90,33,0,30,5,185,drink,small,skim
Hot Macchiato,"French Vanilla Swirl Hot Macchiato with Whole Milk, Large",380,8,4.5,0,30,180,65,0,60,10,434.5,drink,large,whole
Hot Macchiato,"French Vanilla Swirl Hot Macchiato with Whole Milk, Medium",280,6,3.5,0,20,135,49,0,45,8,320.5,drink,medium,whole
Hot Macchiato,"French Vanilla Swirl Hot Macchiato with Whole Milk, Small",190,4,2.5,0,15,95,33,0,30,5,217.5,drink,small,whole
Hot Macchiato,"Hazelnut Swirl Hot Macchiato with Macchiato with Skim Milk, Large",310,0,0,0,10,180,65,0,61,11,360,drink,large,skim
Hot Macchiato,"Hazelnut Swirl Hot Macchiato with Macchiato with Skim Milk, Medium",230,0,0,0,NA,135,49,0,46,8,268,drink,medium,skim
